START JOB HllUpdateSpeedProfile
Date Time: 2025/02/13 18:11:21 PST
InU	Trials	nS/Set
741455	24	4.648571502428783
774282	23	4.668553688393275
808563	22	4.678680066870598
844361	20	4.623385317417552
881744	19	4.639695875446842
920782	18	4.617987331541136
961548	17	4.545364044106329
1004120	16	4.642316281918495
1048576	16	4.575523257255554
1095000	16	4.573104452054794
1143480	16	4.586799998688215
1194106	16	4.51220813939466
1246974	16	4.4956226031978215
1302182	16	4.4582481557877465
1359835	16	4.436960228630681
1420040	16	4.499152532675136
1482910	16	4.4170470561261315
1548564	16	4.431255908699931
1617125	16	4.499640836360825
1688722	16	4.430939491520807
1763488	16	4.440027271237457
1841564	16	4.384565748190124
1923097	16	4.371037836364988
2008240	16	4.389086214795045
2097152	16	4.404762148857117
2190001	16	4.3721904693194205
2286960	16	4.3424970812782036
2388213	16	4.374104953159538
2493948	16	4.331018905566596
2604365	16	4.370006196328088
2719670	16	4.357655662267849
2840080	16	4.331294893101603
2965821	16	4.326875972959933
3097129	16	4.3501981795075375
3234251	16	4.298750970471989
3377443	16	4.292094529796653
3526975	16	4.3060153176588996
3683128	16	4.278625854844035
3846194	16	4.2988479162777535
4016479	16	4.299033198605047
4194304	16	4.27601546049118
4380002	16	4.362990887332929
4573921	16	4.276480466649949
4776426	16	4.269595352257107
4987896	16	4.261383143814546
5208729	16	4.250350085404712
5439339	16	4.2498888077209385
5680159	16	4.257476914378629
5931642	16	4.222184061765697
6194258	16	4.221556732460934
6468501	16	4.242737778428109
6754886	16	4.233102934675729
7053950	16	4.237952441539847
7366255	16	4.209137563795985
7692387	16	4.2164963797973245
8032959	16	4.21476754393991
8388608	16	4.207927107810974

PROPERTIES:
FileNameDateFormat=yyyyMMdd'_'HHmmssz
HLL_compact=true
HLL_offheap=false
HLL_tgtHllType=HLL4
HLL_useComposite=false
HLL_wrap=false
JobProfile=org.apache.datasketches.characterization.hll.HllUpdateSpeedProfile
LgK=12
OutputFileName=java17/BaseUpdateSpeedProfileHLL4.txt
OutputFileNameData=java17/BaseUpdateSpeedProfileHLL4.tsv
ReadableDateFormat=yyyy/MM/dd HH:mm:ss z
TimeZone=PST
TimeZoneOffset=-28800000
Trials_lgMaxBpU=20
Trials_lgMaxT=24
Trials_lgMaxU=23
Trials_lgMinBpU=4
Trials_lgMinT=4
Trials_lgMinU=0
Trials_UPPO=16

Total Job Time: 0:06:45.124
END JOB HllUpdateSpeedProfile


