START JOB HllUpdateSpeedProfile
Date Time: 2025/02/13 18:18:16 PST
InU	Trials	nS/Set
2233	34975	23.39469039205719
2332	33129	23.238269567576683
2435	31386	23.327045069467914
2543	29729	22.926133208535134
2656	28156	22.926812984285096
2774	26667	22.735969761264233
2896	25270	22.50482958085861
3025	23931	22.278368311651178
3158	22677	22.123619728029464
3298	21481	22.098815306877466
3444	20348	22.120710739407006
3597	19272	21.85527594198065
3756	18258	21.641492135969187
3922	17297	21.51046589332588
4096	16384	21.544176876544952
4277	15521	21.242559632866623
4467	14701	21.13788827902065
4664	13929	21.04522163490999
4871	13193	21.185404461405867
5087	12496	20.984115066221925
5312	11838	20.819910073008632
5547	11214	20.795685532284715
5793	10622	20.601841466318717
6049	10063	20.65805629526561
6317	9533	20.37100454116868
6597	9029	20.23341887616503
6889	8554	20.12663633454414
7194	8103	20.017995099307107
7512	7676	20.029312263137317
7845	7271	19.832686596718677
8192	6888	19.596346617021904
8555	6525	19.432072588681287
8933	6181	19.23434613351368
9329	5855	19.04183826106651
9742	5547	19.00449061910502
10173	5254	18.682222484403912
10624	4977	18.405436865757174
11094	4715	18.19036222038568
11585	4466	17.986154285938508
12098	4231	17.717210749414733
12634	4008	17.510436523659983
13193	3796	17.55691827586503
13777	3596	17.074225387979173
14387	3407	16.834684269334648
15024	3227	16.64915857796622
15689	3057	16.42833500270103
16384	2896	16.19478065532874
17109	2743	15.987310565417385
17867	2598	15.739441777330569
18658	2462	15.627661126581438
19484	2332	15.290252713842147
20347	2209	15.075295857701756
21247	2092	14.871839785547037
22188	1982	14.667053917927655
23170	1878	14.431946537676085
24196	1779	14.299291986903658
25268	1685	14.400067854205288
26386	1596	13.981937832719467
27554	1512	13.823225835905493
28774	1432	13.759117965357463
30048	1357	13.447046920947118
31379	1285	13.335882073353726
32768	1217	13.20910581841073
34219	1153	13.074411878977491
35734	1092	12.963542457896574
37316	1035	12.824571553148635
38968	980	12.717026031825158
40693	928	12.605834997038363
42495	879	12.453566229634708
44376	833	12.35388977115996
46341	789	12.223357466714564
48393	747	12.119195024472079
50535	708	11.992819766353142
52773	671	11.755490680594892
55109	635	11.670065609415719
57549	602	11.52845958397204
60097	570	11.48544616028649
62757	540	11.33211230973791
65536	512	11.243494838476181
68438	485	11.131785440234408
71468	459	11.069420011308443
74632	435	10.970959916118682
77936	412	10.892665104352483
81386	390	10.77089413097571
84990	369	10.703149740874986
88752	350	10.596015445929586
92682	331	10.531643365408046
96785	314	10.430502568402158
101070	297	10.4112040559948
105545	282	10.36684016665944
110218	267	10.238840145403364
115098	253	10.105750439031269
120194	239	10.040005826006682
125515	227	9.977395544453765
131072	215	9.855467472519985
136875	203	9.837270243156304
142935	193	9.765378226379582
149263	182	9.690103124266308
155872	173	9.688464664351843
162773	164	9.606899807947412
169979	155	9.528267192019355
177505	147	9.52492598177267
185364	139	9.416859675980328
193571	132	9.383173435853072
202141	125	9.314539296827459
211090	118	9.253714216203065
220436	112	9.166084163074222
230195	106	9.178823942129458
240387	100	9.134517091190457
251030	95	9.050898257075588
262144	90	9.0325072394477
273750	85	8.993745087295189
285870	81	8.944817660794618
298527	76	8.948283704568377
311744	72	8.906578483556306
325546	69	8.871680593325618
339959	65	8.889971075697593
355010	61	8.754061511081884
370728	58	8.693970586484447
387141	55	8.717479912768448
404281	52	8.63208001936201
422180	49	8.575446056958004
440872	47	8.612802944107285
460391	44	8.572374055175631
480774	42	8.525730087614672
502060	40	8.497459417201132
524288	38	8.4733439495689
547500	36	8.475833231862
571740	34	8.431710732356748
597053	32	8.390672080200584
623487	30	8.381298246795845
651091	29	8.394822080858551
679917	27	8.35867275520939
710020	26	8.315651509274927
741455	24	8.294759515637045
774282	23	8.492716000675184
808563	22	8.271349632282549
844361	20	8.277438323181672
881744	19	8.179150399065584
920782	18	8.215445434182879
961548	17	8.152142598980713
1004120	16	8.221717648289049
1048576	16	8.171019434928894
1095000	16	8.134491609589041
1143480	16	8.117574257966908
1194106	16	8.107508096014929
1246974	16	8.125977666735633
1302182	16	8.137601493109258
1359835	16	8.065383759794388
1420040	16	8.065926047857806
1482910	16	8.057684131201489
1548564	16	8.1077600764321
1617125	16	8.080853443611346
1688722	16	8.110359934909356
1763488	16	8.031242592804716
1841564	16	8.008008579935316
1923097	16	8.002463311783027
2008240	16	7.992962152183006
2097152	16	7.957688212394714
2190001	16	7.979082172793527
2286960	16	7.976079134527932
2388213	16	7.965182439757258
2493948	16	7.941015284801447
2604365	16	7.939604279738056
2719670	16	7.937814858971861
2840080	16	7.919466771182502
2965821	16	7.939909008331925
3097129	16	7.925159801222356
3234251	16	7.903436703737589
3377443	16	7.901399427762363
3526975	16	7.904866245153426
3683128	16	7.947602961395858
3846194	16	7.9362011998094735
4016479	16	7.872027573777928
4194304	16	7.872652858495712
4380002	16	7.869920664419787
4573921	16	7.862266464046928
4776426	16	7.86366926076108
4987896	16	7.847138553009125
5208729	16	7.846914873570884
5439339	16	7.831105316748966
5680159	16	7.847923480223001
5931642	16	7.902757027480756
6194258	16	7.842842698027754
6468501	16	7.8286612597725505
6754886	16	7.823429570091931
7053950	16	7.826299147995095
7366255	16	7.824278466466339
7692387	16	7.820773545324747
8032959	16	7.860255059810463
8388608	16	7.804872177541256

PROPERTIES:
FileNameDateFormat=yyyyMMdd'_'HHmmssz
HLL_compact=true
HLL_offheap=true
HLL_tgtHllType=HLL4
HLL_useComposite=false
HLL_wrap=false
JobProfile=org.apache.datasketches.characterization.hll.HllUpdateSpeedProfile
LgK=12
OutputFileName=java17/BaseUpdateSpeedProfileHLL4-offheap.txt
OutputFileNameData=java17/BaseUpdateSpeedProfileHLL4-offheap.tsv
ReadableDateFormat=yyyy/MM/dd HH:mm:ss z
TimeZone=PST
TimeZoneOffset=-28800000
Trials_lgMaxBpU=20
Trials_lgMaxT=24
Trials_lgMaxU=23
Trials_lgMinBpU=4
Trials_lgMinT=4
Trials_lgMinU=0
Trials_UPPO=16

Total Job Time: 0:11:10.452
END JOB HllUpdateSpeedProfile


