START JOB HllUpdateSpeedProfile
Date Time: 2025/02/13 18:29:39 PST
InU	Trials	nS/Set
22188	1982	9.832975597758587
23170	1878	9.68168604236962
24196	1779	9.533726301719387
25268	1685	9.384617247322346
26386	1596	9.287793239066731
27554	1512	9.165796825896091
28774	1432	9.082331077132398
30048	1357	8.919843136758631
31379	1285	8.84776383323106
32768	1217	8.688316150875295
34219	1153	8.588037407234605
35734	1092	8.479550057598972
37316	1035	8.352150170135936
38968	980	8.221610091377949
40693	928	8.189281818570853
42495	879	8.011219656304334
44376	833	7.907414804753698
46341	789	7.81990016751612
48393	747	7.72184380832626
50535	708	7.573395878786255
52773	671	7.531011615901337
55109	635	7.443357509234024
57549	602	7.339439786369545
60097	570	7.301354476928966
62757	540	7.158140717960337
65536	512	7.046024322509766
68438	485	6.966027856351587
71468	459	6.8792030633512935
74632	435	6.8208469326275845
77936	412	6.7060334419279535
81386	390	6.686562957025936
84990	369	6.60190719073916
88752	350	6.536190862499675
92682	331	6.488530381408119
96785	314	6.425110322340974
101070	297	6.3485891866123385
105545	282	6.274233403183542
110218	267	6.252378449437246
115098	253	6.182551531786248
120194	239	6.163259425156667
125515	227	6.05670687867308
131072	215	5.971315676666969
136875	203	5.957028067570911
142935	193	5.95958386099265
149263	182	5.815482635451416
155872	173	5.834872440170265
162773	164	5.754700695701765
169979	155	5.688170929653737
177505	147	5.729550437115215
185364	139	5.627276271816102
193571	132	5.585053984576641
202141	125	5.605441983565929
211090	118	5.508292310051703
220436	112	5.502560671966982
230195	106	5.440036933412075
240387	100	5.453787392829065
251030	95	5.362974691638869
262144	90	5.328884972466363
273750	85	5.345357657802846
285870	81	5.2502839717785905
298527	76	5.193831405181897
311744	72	5.215214825483586
325546	69	5.160546291149488
339959	65	5.1501666603687735
355010	61	5.085252735896146
370728	58	5.127130384280248
387141	55	5.037122251207041
404281	52	5.083215254127318
422180	49	4.981194886405934
440872	47	4.992724621572028
460391	44	5.025946621261256
480774	42	5.01205278710302
502060	40	4.94767816595626
524288	38	4.889860604938708
547500	36	4.8701080669710795
571740	34	4.853716158517138
597053	32	4.89504334204836
623487	30	4.84627859121361
651091	29	4.9119457267454365
679917	27	4.765407803861027
710020	26	4.835104590769924
741455	24	4.784354748433822
774282	23	4.819259200360996
808563	22	4.751229706843555
844361	20	4.74801601447722
881744	19	4.75126221144507
920782	18	4.786669495180305
961548	17	4.726340173529008
1004120	16	4.763667938095049
1048576	16	4.716411232948303
1095000	16	4.637535616438357
1143480	16	4.658096392153777
1194106	16	4.68518226187625
1246974	16	4.721170760176235
1302182	16	4.609380687569019
1359835	16	4.640613659010101
1420040	16	4.630657411058843
1482910	16	4.592894334450506
1548564	16	4.605120009570156
1617125	16	4.58561038107753
1688722	16	4.582106246617263
1763488	16	4.614914518839935
1841564	16	4.55401943673964
1923097	16	4.552793521335636
2008240	16	4.546671370204756
2097152	16	4.53139466047287
2190001	16	4.56433042153862
2286960	16	4.501408720528562
2388213	16	4.514378271536082
2493948	16	4.53728909443982
2604365	16	4.527690171116568
2719670	16	4.528391955641677
2840080	16	4.535497041456579
2965821	16	4.524039781058938
3097129	16	4.510929254964839
3234251	16	4.48136583632501
3377443	16	4.476329226725661
3526975	16	4.489348609644241
3683128	16	4.537608046747222
3846194	16	4.447248126979554
4016479	16	4.441771978640994
4194304	16	4.441148281097412
4380002	16	4.464060433077428
4573921	16	4.448015116570661
4776426	16	4.496936373032891
4987896	16	4.45467815988946
5208729	16	4.418154361649455
5439339	16	4.4220092390821755
5680159	16	4.4237629725681975
5931642	16	4.437115410033174
6194258	16	4.408297622168789
6468501	16	4.461299341222952
6754886	16	4.433127109769136
7053950	16	4.394682013269161
7366255	16	4.381485665036032
7692387	16	4.389813688520872
8032959	16	4.4084993229145075
8388608	16	4.395726762712002

PROPERTIES:
FileNameDateFormat=yyyyMMdd'_'HHmmssz
HLL_compact=true
HLL_offheap=false
HLL_tgtHllType=HLL6
HLL_useComposite=false
HLL_wrap=false
JobProfile=org.apache.datasketches.characterization.hll.HllUpdateSpeedProfile
LgK=12
OutputFileName=java17/BaseUpdateSpeedProfileHLL6.txt
OutputFileNameData=java17/BaseUpdateSpeedProfileHLL6.tsv
ReadableDateFormat=yyyy/MM/dd HH:mm:ss z
TimeZone=PST
TimeZoneOffset=-28800000
Trials_lgMaxBpU=20
Trials_lgMaxT=24
Trials_lgMaxU=23
Trials_lgMinBpU=4
Trials_lgMinT=4
Trials_lgMinU=0
Trials_UPPO=16

Total Job Time: 0:06:33.043
END JOB HllUpdateSpeedProfile


