START JOB HllUpdateSpeedProfile
Date Time: 2025/02/13 19:19:36 PST
InU	Trials	nS/Set
547500	36	7.461808675799087
571740	34	7.4224249916148635
597053	32	7.430683237082805
623487	30	7.397115791240769
651091	29	7.3895466384035835
679917	27	7.349197252235416
710020	26	7.377694777828575
741455	24	7.357987054732473
774282	23	7.317810284377908
808563	22	7.2937805037511545
844361	20	7.304396934486553
881744	19	7.303276890965368
920782	18	7.27871146482012
961548	17	7.286521929467165
1004120	16	7.2517738168744765
1048576	16	7.260017275810242
1095000	16	7.246347203196348
1143480	16	7.2403498530800725
1194106	16	7.232116903775712
1246974	16	7.200785661930404
1302182	16	7.198036593579085
1359835	16	7.187715237510434
1420040	16	7.191320931100532
1482910	16	7.171377730273583
1548564	16	7.164349156702596
1617125	16	7.1597677977892875
1688722	16	7.178500850051104
1763488	16	7.158245051851785
1841564	16	7.150234562849838
1923097	16	7.135968147992536
2008240	16	7.189934812323228
2097152	16	7.14814168214798
2190001	16	7.1058103398126296
2286960	16	7.103852548798406
2388213	16	7.084477860643084
2493948	16	7.1077543517346795
2604365	16	7.09191887945814
2719670	16	7.100641277250549
2840080	16	7.091049657932171
2965821	16	7.084833845333215
3097129	16	7.091239802249115
3234251	16	7.074908069905521
3377443	16	7.06110410301521
3526975	16	7.072264635417036
3683128	16	7.048092307679776
3846194	16	7.0437692755487635
4016479	16	7.053539477612108
4194304	16	7.052910789847374
4380002	16	7.098623913299582
4573921	16	7.083522280446034
4776426	16	7.046898023229084
4987896	16	7.041366063967653
5208729	16	7.0420910384279924
5439339	16	7.041073637348214
5680159	16	7.0305855544712745
5931642	16	7.034570223135517
6194258	16	7.021525116486913
6468501	16	7.031857632085084
6754886	16	7.044411704357409
7053950	16	7.026925065034484
7366255	16	7.009984839650541
7692387	16	7.009452576293938
8032959	16	7.008592568442089
8388608	16	7.006494328379631

PROPERTIES:
FileNameDateFormat=yyyyMMdd'_'HHmmssz
HLL_compact=true
HLL_offheap=true
HLL_tgtHllType=HLL8
HLL_useComposite=false
HLL_wrap=false
JobProfile=org.apache.datasketches.characterization.hll.HllUpdateSpeedProfile
LgK=12
OutputFileName=java17/BaseUpdateSpeedProfileHLL8-offheap.txt
OutputFileNameData=java17/BaseUpdateSpeedProfileHLL8-offheap.tsv
ReadableDateFormat=yyyy/MM/dd HH:mm:ss z
TimeZone=PST
TimeZoneOffset=-28800000
Trials_lgMaxBpU=20
Trials_lgMaxT=24
Trials_lgMaxU=23
Trials_lgMinBpU=4
Trials_lgMinT=4
Trials_lgMinU=0
Trials_UPPO=16

Total Job Time: 0:11:04.634
END JOB HllUpdateSpeedProfile


