START JOB HllUpdateSpeedProfile
Date Time: 2025/02/13 17:21:01 PST
InU	Trials	nS/Set
92682	331	6.494199279725345
96785	314	6.434034364039537
101070	297	6.360093764397712
105545	282	6.28575741112745
110218	267	6.235093943545187
115098	253	6.216461524418752
120194	239	6.0932265501316785
125515	227	6.048680107560374
131072	215	6.031337578352107
136875	203	5.950659594664509
142935	193	5.893577627136216
149263	182	5.896455647686698
155872	173	5.83500393979705
162773	164	5.802809291647069
169979	155	5.79175123909993
177505	147	5.73218667597176
185364	139	5.677760141857379
193571	132	5.649817277913688
202141	125	5.606504172829857
211090	118	5.54631288284939
220436	112	5.523818583236343
230195	106	5.458239794235159
240387	100	5.444108708041614
251030	95	5.396971467029523
262144	90	5.393953747219509
273750	85	5.36247297340854
285870	81	5.311862294308863
298527	76	5.292956530600337
311744	72	5.286312603004745
325546	69	5.199637051225511
339959	65	5.188712213486376
355010	61	5.176222373786747
370728	58	5.128942289876619
387141	55	5.1031557917235215
404281	52	5.090806270885844
422180	49	5.075209964605484
440872	47	5.070035573600173
460391	44	5.04886039554126
480774	42	5.041566604802138
502060	40	5.021251941998964
524288	38	4.9551599904110555
547500	36	4.94831293759513
571740	34	4.917970118050369
597053	32	4.934270177856908
623487	30	4.899496273913224
651091	29	4.869163794520168
679917	27	4.866931579175867
710020	26	4.898189595959377
741455	24	4.877363314923585
774282	23	4.863159001837663
808563	22	4.775154530602158
844361	20	4.78857668698578
881744	19	4.75552010083366
920782	18	4.726608349086851
961548	17	4.718369509068587
1004120	16	4.734735203461739
1048576	16	4.678130328655243
1095000	16	4.743545433789955
1143480	16	4.69399054858852
1194106	16	4.732456383687881
1246974	16	4.676687976252913
1302182	16	4.622561736761835
1359835	16	4.654535982306677
1420040	16	4.652412608095546
1482910	16	4.6273440819065215
1548564	16	4.609186196050018
1617125	16	4.618342737883589
1688722	16	4.663220396844477
1763488	16	4.600559338935111
1841564	16	4.601143104448175
1923097	16	4.590272390056248
2008240	16	4.5770060164621755
2097152	16	4.599270790815353
2190001	16	4.549820724967705
2286960	16	4.56838264552069
2388213	16	4.557624518834794
2493948	16	4.576490217518568
2604365	16	4.5538511546960585
2719670	16	4.512476858405615
2840080	16	4.5571276161234895
2965821	16	4.549493820598074
3097129	16	4.547733320116793
3234251	16	4.547510922930842
3377443	16	4.525282217938244
3526975	16	4.521078048469297
3683128	16	4.566906885940429
3846194	16	4.53791951537026
4016479	16	4.528433190488483
4194304	16	4.501604810357094
4380002	16	4.511798724635286
4573921	16	4.496117882228399
4776426	16	4.507155271535663
4987896	16	4.495765110679934
5208729	16	4.501125058531554
5439339	16	4.461250748942105
5680159	16	4.473769847375752
5931642	16	4.459707014937854
6194258	16	4.469997082378551
6468501	16	4.485374335568626
6754886	16	4.47427172531113
7053950	16	4.470791125894003
7366255	16	4.4646764621235615
7692387	16	4.464298874328605
8032959	16	4.4563140354009025
8388608	16	4.444733567535877

PROPERTIES:
FileNameDateFormat=yyyyMMdd'_'HHmmssz
HLL_compact=true
HLL_offheap=false
HLL_tgtHllType=HLL6
HLL_useComposite=false
HLL_wrap=false
JobProfile=org.apache.datasketches.characterization.hll.HllUpdateSpeedProfile
LgK=12
OutputFileName=java11/BaseUpdateSpeedProfileHLL6.txt
OutputFileNameData=java11/BaseUpdateSpeedProfileHLL6.tsv
ReadableDateFormat=yyyy/MM/dd HH:mm:ss z
TimeZone=PST
TimeZoneOffset=-28800000
Trials_lgMaxBpU=20
Trials_lgMaxT=24
Trials_lgMaxU=23
Trials_lgMinBpU=4
Trials_lgMinT=4
Trials_lgMinU=0
Trials_UPPO=16

Total Job Time: 0:06:18.278
END JOB HllUpdateSpeedProfile


