START JOB HllUpdateSpeedProfile
Date Time: 2025/02/13 16:37:32 PST
InU	Trials	nS/Set
6049	10063	28.437557390752445
6317	9533	28.247195377625662
6597	9029	27.94723422731348
6889	8554	27.702772406957045
7194	8103	27.47685935847308
7512	7676	27.240062972372716
7845	7271	27.005506583466957
8192	6888	26.727380697181694
8555	6525	26.42961435471634
8933	6181	26.108695278534707
9329	5855	25.73933757886917
9742	5547	25.43983632967637
10173	5254	25.119712004776463
10624	4977	24.75992165618474
11094	4715	24.466397225215708
11585	4466	24.103033073366298
12098	4231	23.734032385561267
12634	4008	23.363835709142084
13193	3796	23.07093313606215
13777	3596	22.668138075396516
14387	3407	22.291115856496432
15024	3227	21.917776573493178
15689	3057	21.616384244012835
16384	2896	21.22574505885003
17109	2743	20.868522678261144
17867	2598	20.628082647108563
18658	2462	20.236485674545968
19484	2332	19.87970844177726
20347	2209	19.564045009666174
21247	2092	19.22275872306256
22188	1982	18.937857951598627
23170	1878	18.587070148272016
24196	1779	18.27053129255169
25268	1685	17.825750588703922
26386	1596	17.461406491290763
27554	1512	17.198260616094664
28774	1432	16.912151134073973
30048	1357	16.655214736745428
31379	1285	16.446088916935324
32768	1217	16.250962720508937
34219	1153	16.050410742681432
35734	1092	15.869689854277365
37316	1035	15.674857115337714
38968	980	15.478624638112285
40693	928	15.273224150218168
42495	879	15.057864185587768
44376	833	14.854598653955904
46341	789	14.646535358689574
48393	747	14.412435572195328
50535	708	14.18616241246907
52773	671	14.015291543515277
55109	635	13.787740602268117
57549	602	13.59824861656243
60097	570	13.421721375005145
62757	540	13.233550248784397
65536	512	13.083735972642899
68438	485	12.948328639994113
71468	459	12.766125503950574
74632	435	12.64515002655174
77936	412	12.546343664106763
81386	390	12.320568711181348
84990	369	12.19606429068173
88752	350	12.052426118365139
92682	331	11.912791462944051
96785	314	11.734358610209974
101070	297	11.63612877563606
105545	282	11.472810394141323
110218	267	11.340663375810275
115098	253	11.23192482062201
120194	239	11.093977393451025
125515	227	10.983754929689676
131072	215	10.891766463878543
136875	203	10.768073779157389
142935	193	10.66952491721028
149263	182	10.598751131291008
155872	173	10.498629785755735
162773	164	10.394505560864129
169979	155	10.271882427981144
177505	147	10.23145290340581
185364	139	10.09296458735128
193571	132	10.001410256952152
202141	125	9.94443977223819
211090	118	9.845235143496511
220436	112	9.768502981429009
230195	106	9.688798012513585
240387	100	9.60522707134745
251030	95	9.53106351306302
262144	90	9.47583499484592
273750	85	9.486774450711794
285870	81	9.3528243218557
298527	76	9.297735213230292
311744	72	9.233773411303288
325546	69	9.170005004746987
339959	65	9.122170976726379
355010	61	9.059930937064346
370728	58	9.011046764278893
387141	55	8.94768361351079
404281	52	8.86535659793369
422180	49	8.822283946976867
440872	47	8.76782883476962
460391	44	8.747663942170892
480774	42	8.694887579096168
502060	40	8.640324662390952
524288	38	8.616411761233682
547500	36	8.563912024353122
571740	34	8.523151926317801
597053	32	8.535766140108166
623487	30	8.477063515357978
651091	29	8.409198851858147
679917	27	8.4001857198365
710020	26	8.364393039849366
741455	24	8.390978661325818
774282	23	8.308740170276126
808563	22	8.266990383500785
844361	20	8.235749578675472
881744	19	8.232406577490924
920782	18	8.173959984254928
961548	17	8.163383847467529
1004120	16	8.151719602736724
1048576	16	8.11360502243042
1095000	16	8.138888755707764
1143480	16	8.050782370483086
1194106	16	8.041436909704831
1246974	16	8.027088375539508
1302182	16	7.997267999020107
1359835	16	7.992929289215237
1420040	16	7.988703751302779
1482910	16	7.948111146327154
1548564	16	7.942344689983753
1617125	16	7.916255971245267
1688722	16	7.899279640165759
1763488	16	7.895802842151463
1841564	16	7.858637990588434
1923097	16	7.848181962480312
2008240	16	7.840684691570729
2097152	16	7.830233603715897
2190001	16	7.813357334083409
2286960	16	7.810035811732606
2388213	16	7.784707252870662
2493948	16	7.783401458250133
2604365	16	7.890589140731043
2719670	16	7.77249153849548
2840080	16	7.7421454677333035
2965821	16	7.740157636789275
3097129	16	7.736080092240265
3234251	16	7.710680502224472
3377443	16	7.710369464414352
3526975	16	7.705813374067011
3683128	16	7.68975416412354
3846194	16	7.673836801393793
4016479	16	7.679720207051997
4194304	16	7.656785950064659
4380002	16	7.648851416049582
4573921	16	7.645423355038272
4776426	16	7.644448131824925
4987896	16	7.6390321565445625
5208729	16	7.631718745590334
5439339	16	7.626226803477407
5680159	16	7.620305952262957
5931642	16	7.617192855283578
6194258	16	7.616889111254326
6468501	16	7.58836172978871
6754886	16	7.59164482013464
7053950	16	7.6400172155317225
7366255	16	7.579957327366484
7692387	16	7.582139320018611
8032959	16	7.579601761629805
8388608	16	7.568162254989147

PROPERTIES:
FileNameDateFormat=yyyyMMdd'_'HHmmssz
HLL_compact=true
HLL_offheap=true
HLL_tgtHllType=HLL4
HLL_useComposite=false
HLL_wrap=false
JobProfile=org.apache.datasketches.characterization.hll.HllUpdateSpeedProfile
LgK=12
OutputFileName=java11/BaseUpdateSpeedProfileHLL4-offheap.txt
OutputFileNameData=java11/BaseUpdateSpeedProfileHLL4-offheap.tsv
ReadableDateFormat=yyyy/MM/dd HH:mm:ss z
TimeZone=PST
TimeZoneOffset=-28800000
Trials_lgMaxBpU=20
Trials_lgMaxT=24
Trials_lgMaxU=23
Trials_lgMinBpU=4
Trials_lgMinT=4
Trials_lgMinU=0
Trials_UPPO=16

Total Job Time: 0:28:03.109
END JOB HllUpdateSpeedProfile


