START JOB HllUpdateSpeedProfile
Date Time: 2025/02/13 17:27:30 PST
InU	Trials	nS/Set
5087	12496	25.79428131371981
5312	11838	25.664262822959508
5547	11214	25.48788984152761
5793	10622	25.326175154159735
6049	10063	25.144272978073094
6317	9533	24.893734487805535
6597	9029	24.69393055872226
6889	8554	24.492263201106766
7194	8103	24.294781162507693
7512	7676	24.0630477426842
7845	7271	23.811049088466845
8192	6888	23.57268291123376
8555	6525	23.31484288948452
8933	6181	23.018734064642402
9329	5855	22.729035919049515
9742	5547	22.416268203515912
10173	5254	22.125923914452745
10624	4977	21.82038139750074
11094	4715	21.471694386024634
11585	4466	21.18805462690239
12098	4231	20.881986037059214
12634	4008	20.507330558133432
13193	3796	20.213645383999534
13777	3596	19.898132238743568
14387	3407	19.542569116866314
15024	3227	19.340599674339845
15689	3057	18.93393732480782
16384	2896	18.55568939546195
17109	2743	18.285221323415243
17867	2598	17.97020166500116
18658	2462	17.65156172949856
19484	2332	17.36268583220679
20347	2209	17.02405585410912
21247	2092	16.75624569110243
22188	1982	16.505986545213005
23170	1878	16.206197329273884
24196	1779	15.913867854158251
25268	1685	15.710672299184205
26386	1596	15.412262654665906
27554	1512	15.16473928251711
28774	1432	14.905265286437594
30048	1357	14.686285436301194
31379	1285	14.449032743031339
32768	1217	14.191240146107232
34219	1153	13.97767773400388
35734	1092	13.737391780250123
37316	1035	13.514955701482506
38968	980	13.308118906564875
40693	928	13.102432204725611
42495	879	12.884382543298578
44376	833	12.70239588534171
46341	789	12.506400273128198
48393	747	12.336455113118774
50535	708	12.136024928742675
52773	671	11.966053860073815
55109	635	11.789198271771504
57549	602	11.633517737794905
60097	570	11.453728577396365
62757	540	11.305412410833323
65536	512	11.136265695095062
68438	485	10.98551687839668
71468	459	10.856276154734703
74632	435	10.711106757694143
77936	412	10.58095698511899
81386	390	10.45852014489988
84990	369	10.32136125691178
88752	350	10.20569249143682
92682	331	10.058803219611145
96785	314	9.965191479308176
101070	297	9.830749498880502
105545	282	9.716962379328638
110218	267	9.625406897042927
115098	253	9.507406542779803
120194	239	9.420667271314445
125515	227	9.329563783116646
131072	215	9.224560085562773
136875	203	9.11874442270059
142935	193	9.036772938023393
149263	182	8.990074787234839
155872	173	8.846770894274599
162773	164	8.796834713553647
169979	155	8.705547041959072
177505	147	8.622492190025499
185364	139	8.546231921046967
193571	132	8.53242201632069
202141	125	8.45830686501007
211090	118	8.348694387726015
220436	112	8.263206700098246
230195	106	8.194310074272547
240387	100	8.135712829728732
251030	95	8.068204261600105
262144	90	8.042602115207249
273750	85	7.976125017459037
285870	81	7.927147840229545
298527	76	7.861246351163158
311744	72	7.798932377206938
325546	69	7.771478987764323
339959	65	7.738333061430255
355010	61	7.660395481817415
370728	58	7.6099551376639
387141	55	7.586903761396776
404281	52	7.538636635637857
422180	49	7.503666682457719
440872	47	7.483665640589268
460391	44	7.404030536494573
480774	42	7.377662051687689
502060	40	7.340301657172448
524288	38	7.3191052487022
547500	36	7.279289142567224
571740	34	7.240125344922311
597053	32	7.22296827082353
623487	30	7.185755115984776
651091	29	7.151963396821642
679917	27	7.103177245109275
710020	26	7.1001160314010665
741455	24	7.076223720027962
774282	23	7.049506622853847
808563	22	7.045891628391693
844361	20	6.993518471364736
881744	19	6.956294630450084
920782	18	6.953117688129342
961548	17	6.895595558045008
1004120	16	6.905746262896866
1048576	16	6.873783826828003
1095000	16	6.840147089041095
1143480	16	6.833418708678771
1194106	16	6.816355028364317
1246974	16	6.787069537937438
1302182	16	6.766905230989217
1359835	16	6.747823862821593
1420040	16	6.744917132615981
1482910	16	6.733519271230217
1548564	16	6.713415501393549
1617125	16	6.6797637783102735
1688722	16	6.694681392200729
1763488	16	6.6706194981196365
1841564	16	6.646578125984218
1923097	16	6.645939563890954
2008240	16	6.632220812751463
2097152	16	6.615165650844574
2190001	16	6.601547584909778
2286960	16	6.591253126421099
2388213	16	6.588683489496121
2493948	16	6.568828845870081
2604365	16	6.5632810925119935
2719670	16	6.554783760529769
2840080	16	6.538623405854765
2965821	16	6.53084957335591
3097129	16	6.524769250005408
3234251	16	6.51914206720505
3377443	16	6.5001467271246325
3526975	16	6.501182458055415
3683128	16	6.482416695129791
3846194	16	6.473264836615105
4016479	16	6.4739655678518435
4194304	16	6.458659961819649
4380002	16	6.456807739471351
4573921	16	6.449312526386004
4776426	16	6.450076362012099
4987896	16	6.435661211159976
5208729	16	6.4335177425241366
5439339	16	6.431868272505169
5680159	16	6.419288758025964
5931642	16	6.410871117137548
6194258	16	6.413062135529389
6468501	16	6.40693299730494
6754886	16	6.394187518486618
7053950	16	6.397115782646601
7366255	16	6.389307499197353
7692387	16	6.384441388284287
8032959	16	6.377259340238137
8388608	16	6.3734079375863075

PROPERTIES:
FileNameDateFormat=yyyyMMdd'_'HHmmssz
HLL_compact=true
HLL_offheap=true
HLL_tgtHllType=HLL6
HLL_useComposite=false
HLL_wrap=false
JobProfile=org.apache.datasketches.characterization.hll.HllUpdateSpeedProfile
LgK=12
OutputFileName=java11/BaseUpdateSpeedProfileHLL6-offheap.txt
OutputFileNameData=java11/BaseUpdateSpeedProfileHLL6-offheap.tsv
ReadableDateFormat=yyyy/MM/dd HH:mm:ss z
TimeZone=PST
TimeZoneOffset=-28800000
Trials_lgMaxBpU=20
Trials_lgMaxT=24
Trials_lgMaxU=23
Trials_lgMinBpU=4
Trials_lgMinT=4
Trials_lgMinU=0
Trials_UPPO=16

Total Job Time: 0:14:08.238
END JOB HllUpdateSpeedProfile


