START JOB HllUpdateSpeedProfile
Date Time: 2025/02/13 17:49:52 PST
InU	Trials	nS/Set
3377443	16	6.4333925287562215
3526975	16	6.419711349669335
3683128	16	6.413764655341874
3846194	16	6.4146056465170505
4016479	16	6.4039856799948405
4194304	16	6.400459125638008
4380002	16	6.3927054285591645
4573921	16	6.388295676729004
4776426	16	6.382573641358623
4987896	16	6.381052464305592
5208729	16	6.373122358640658
5439339	16	6.3761773489389055
5680159	16	6.360964389377127
5931642	16	6.370763072434245
6194258	16	6.368509785594982
6468501	16	6.356975789290285
6754886	16	6.347091599695389
7053950	16	6.346680104763996
7366255	16	6.34409321629512
7692387	16	6.340680890080022
8032959	16	6.336988431037678
8388608	16	6.3378571793437

PROPERTIES:
FileNameDateFormat=yyyyMMdd'_'HHmmssz
HLL_compact=true
HLL_offheap=true
HLL_tgtHllType=HLL8
HLL_useComposite=false
HLL_wrap=false
JobProfile=org.apache.datasketches.characterization.hll.HllUpdateSpeedProfile
LgK=12
OutputFileName=java11/BaseUpdateSpeedProfileHLL8-offheap.txt
OutputFileNameData=java11/BaseUpdateSpeedProfileHLL8-offheap.tsv
ReadableDateFormat=yyyy/MM/dd HH:mm:ss z
TimeZone=PST
TimeZoneOffset=-28800000
Trials_lgMaxBpU=20
Trials_lgMaxT=24
Trials_lgMaxU=23
Trials_lgMinBpU=4
Trials_lgMinT=4
Trials_lgMinU=0
Trials_UPPO=16

Total Job Time: 0:14:52.502
END JOB HllUpdateSpeedProfile


