START JOB HllUpdateSpeedProfile
Date Time: 2025/02/13 19:59:24 PST
InU	Trials	nS/Set
347	358474	17.344081361268454
362	340004	17.276289827206714
378	322110	17.256421448250414
395	304876	21.409624257287383
412	289233	20.694768913258176
431	273384	20.083538886297994
450	259032	19.55398749532995
470	245328	19.050644512717238
490	232876	18.595486395327708
512	220435	18.049448834832262
535	208654	17.77581536629206
558	197959	17.497839131129897
583	187406	17.040739033329537
609	177459	16.735927568866853
636	168092	16.39937593325491
664	159279	16.01438411432631
693	150991	15.667187927053956
724	142954	15.28419971590723
756	135430	14.984579120331185
790	128184	14.690088664079855
825	121423	14.419217316673135
861	115110	14.188849346843305
899	109061	13.931021580628634
939	103285	13.704022973128374
981	97787	13.46774355008427
1024	92681	13.29004967307215
1069	87830	13.059016594583698
1117	83138	12.884275280200406
1166	78794	12.703903465236284
1218	74612	12.536766615369702
1272	70674	12.416030385239734
1328	66968	12.331461740226626
1387	63427	12.193265204973786
1448	60104	12.133798078725823
1512	56941	11.978398042934726
1579	53937	11.920931713978634
1649	51090	11.843972046144197
1722	48398	11.753108696717579
1798	45854	11.67834893871464
1878	43426	11.626644903425097
1961	41140	11.608331335618782
2048	38967	11.557749385698155
2139	36906	11.529253070998122
2233	34975	11.529998902037113
2332	33129	11.574239716390906
2435	31386	11.558100467504657
2543	29729	11.600118646818823
2656	28156	11.598026344083417
2774	26667	11.614870405324089
2896	25270	11.641902877104144
3025	23931	11.685127192468448
3158	22677	11.717678657819508
3298	21481	11.726651225112718
3444	20348	11.7925589801343
3597	19272	11.854463162478302
3756	18258	11.93763987916198
3922	17297	12.00326985278069
4096	16384	12.063872963190079
4277	15521	12.178455062738323
4467	14701	12.264323424953911
4664	13929	12.367399290471765
4871	13193	12.42317631316359
5087	12496	12.495799906215685
5312	11838	12.569916545299234
5547	11214	12.63011622167803
5793	10622	12.710270135919615
6049	10063	12.725434655044072
6317	9533	12.778666661707161
6597	9029	12.767534798898861
6889	8554	12.736781312595994
7194	8103	12.712933900001916
7512	7676	12.668532120363578
7845	7271	12.642833211447277
8192	6888	12.5890091066438
8555	6525	12.508823367392823
8933	6181	12.446445145314343
9329	5855	12.369833358949112
9742	5547	12.213762152038937
10173	5254	12.129685279832103
10624	4977	11.973944716478918
11094	4715	11.862253936810317
11585	4466	11.74182588206371
12098	4231	11.572451154146924
12634	4008	11.406255025962006
13193	3796	11.315778508208828
13777	3596	11.134032127670318
14387	3407	10.979332983505632
15024	3227	10.781110805296011
15689	3057	10.656680985094004
16384	2896	10.536865381904729
17109	2743	10.350165833201734
17867	2598	10.196309546291328
18658	2462	10.09940877302409
19484	2332	9.896819988287886
20347	2209	9.791001186009389
21247	2092	9.617216885686076
22188	1982	9.525178631298054
23170	1878	9.398635427453623
24196	1779	9.24985080619944
25268	1685	9.116930317089825
26386	1596	9.02658262517508
27554	1512	8.85873050437179
28774	1432	8.761932642675175
30048	1357	8.634318154082917
31379	1285	8.495883824258287
32768	1217	8.390248984318829
34219	1153	8.275588008234397
35734	1092	8.184147350662432
37316	1035	7.998175136178651
38968	980	7.936182173546893
40693	928	7.838401737314822
42495	879	7.727137382554948
44376	833	7.6214871291945645
46341	789	7.513608999074445
48393	747	7.416870092317273
50535	708	7.342172874536249
52773	671	7.2324671907627405
55109	635	7.1492137486153124
57549	602	7.017529392401648
60097	570	6.957459913490735
62757	540	6.850880025778443
65536	512	6.767604887485504
68438	485	6.734532783529254
71468	459	6.620434692163218
74632	435	6.555117677788821
77936	412	6.494992935453133
81386	390	6.393553480816652
84990	369	6.347152207608669
88752	350	6.257197519894918
92682	331	6.17860017207264
96785	314	6.126724676041747
101070	297	6.060591002868635
105545	282	6.009098804617299
110218	267	5.9504802977116595
115098	253	5.8769103929787425
120194	239	5.843049691701347
125515	227	5.738754042595603
131072	215	5.688083027684411
136875	203	5.701258654430128
142935	193	5.618329357650343
149263	182	5.573116682530937
155872	173	5.520779166068375
162773	164	5.479598140040309
169979	155	5.420059176190456
177505	147	5.381493747325692
185364	139	5.334102809032634
193571	132	5.301139015157387
202141	125	5.3043800119718405
211090	118	5.249168520777145
220436	112	5.18427392595972
230195	106	5.14391432694266
240387	100	5.154780083781567
251030	95	5.097428279698169
262144	90	5.159997812906901
273750	85	5.107769863013699
285870	81	5.009248225149389
298527	76	4.983902937105397
311744	72	4.922670079010697
325546	69	4.874471623458543
339959	65	4.8985355473861425
355010	61	4.840171853852188
370728	58	4.865742585511155
387141	55	4.807305912269221
404281	52	4.8028165577141415
422180	49	4.747674509663642
440872	47	4.690679747641328
460391	44	4.682904017750921
480774	42	4.683137428990991
502060	40	4.651384346492452
524288	38	4.705918563039679
547500	36	4.697892389649924
571740	34	4.690482716331364
597053	32	4.598430227299754
623487	30	4.590784571290178
651091	29	4.587697604005668
679917	27	4.610434748598671
710020	26	4.526125212074199
741455	24	4.596459214202706
774282	23	4.528882691094572
808563	22	4.512005248817966
844361	20	4.505083311521967
881744	19	4.503343314350221
920782	18	4.5006305630552195
961548	17	4.465042826775159
1004120	16	4.463545069314426
1048576	16	4.418417811393738
1095000	16	4.384831563926941
1143480	16	4.418807171966279
1194106	16	4.363500288081627
1246974	16	4.41674610898062
1302182	16	4.380852100551228
1359835	16	4.384658065132903
1420040	16	4.350046169474099
1482910	16	4.350095125462772
1548564	16	4.321643228823607
1617125	16	4.3258370565046
1688722	16	4.366535462912191
1763488	16	4.3089881742886815
1841564	16	4.331955236147101
1923097	16	4.282890631621805
2008240	16	4.2754736112217655
2097152	16	4.303760826587677
2190001	16	4.283558460703899
2286960	16	4.271889538951271
2388213	16	4.256903828301747
2493948	16	4.297930455045574
2604365	16	4.228720964611336
2719670	16	4.2678307248673555
2840080	16	4.242332038182023
2965821	16	4.212651024792123
3097129	16	4.223647892935682
3234251	16	4.2142541851266335
3377443	16	4.200657642482789
3526975	16	4.196948128353618
3683128	16	4.20140151591256
3846194	16	4.2222658620444005
4016479	16	4.228432151020832
4194304	16	4.179754614830017
4380002	16	4.193013225222272
4573921	16	4.180155385281031
4776426	16	4.19786176159748
4987896	16	4.205525536218077
5208729	16	4.166520961735579
5439339	16	4.170641678612051
5680159	16	4.169341166330027
5931642	16	4.167333893380619
6194258	16	4.162101871200715
6468501	16	4.1579201367519305
6754886	16	4.155689396534598
7053950	16	4.162314793484502
7366255	16	4.138693533892052
7692387	16	4.153276731591897
8032959	16	4.149647455564008
8388608	16	4.126811102032661

PROPERTIES:
FileNameDateFormat=yyyyMMdd'_'HHmmssz
HLL_compact=true
HLL_offheap=false
HLL_tgtHllType=HLL6
HLL_useComposite=false
HLL_wrap=false
JobProfile=org.apache.datasketches.characterization.hll.HllUpdateSpeedProfile
LgK=12
OutputFileName=java8/BaseUpdateSpeedProfileHLL6.txt
OutputFileNameData=java8/BaseUpdateSpeedProfileHLL6.tsv
ReadableDateFormat=yyyy/MM/dd HH:mm:ss z
TimeZone=PST
TimeZoneOffset=-28800000
Trials_lgMaxBpU=20
Trials_lgMaxT=24
Trials_lgMaxU=23
Trials_lgMinBpU=4
Trials_lgMinT=4
Trials_lgMinU=0
Trials_UPPO=16

Total Job Time: 0:05:54.237
END JOB HllUpdateSpeedProfile


