START JOB HllUpdateSpeedProfile
Date Time: 2025/02/13 18:54:10 PST
InU	Trials	nS/Set
1	16777216	6.249800205230713
2	16777216	4.878298193216324
3	16777216	3.818865656769061
4	16777216	3.4864019453525543
5	16777216	3.8316245196854233
6	16777216	3.8422515195332165
7	16777216	3.493987492280915
8	16777216	6.395406596362591
9	16777216	6.7089687456706075
10	16777216	6.748131990383718
11	16777216	6.884613351800469
12	16777216	7.137273983231589
13	16777216	7.275355798299799
14	16777216	7.520331988196688
15	16777216	7.770344871933859
16	16777216	8.060755502432585
17	15552804	8.415743994697063
18	14480356	9.074129335658563
19	13534053	9.270019701042898
20	12693529	9.577691830107526
21	11942513	9.737157395695304
22	11267862	9.924213939994466
23	10658843	10.091703190850462
24	10106617	10.323447352099306
25	9603838	14.163691736405953
26	9144357	13.968531963002556
27	8722985	13.890219155908653
28	8335321	13.876419024895384
29	7977602	13.751828642335374
31	7339521	13.651768894194355
32	7053950	13.676662871511706
33	6787775	13.675480644795382
35	6306447	13.560312119480477
36	6088239	13.616547795532068
38	5690368	13.675300243158976
40	5336971	13.745484428330576
41	5174758	13.712910764220604
43	4875670	13.83668356446552
45	4606321	13.945270862031736
47	4362621	13.987442435818593
49	4141186	17.879088847561846
52	3844728	17.462251025816773
54	3667563	17.250534694868254
56	3504570	16.978963738030657
59	3283256	16.776483218712624
61	3149253	16.71945078436374
64	2965820	16.44518151282782
67	2800763	16.305511417738863
70	2651534	16.20048622001981
73	2516032	16.13758654533402
76	2392505	16.00221175358746
79	2279481	15.995407165781415
83	2143000	16.053554307307763
87	2020555	16.006847651978973
91	1910152	15.896736127690835
95	1810153	15.961746653234144
99	1719197	19.42662278732748
103	1636150	19.136195781566105
108	1542020	18.76767336091109
112	1473490	18.556775320012633
117	1395203	18.351651257160075
123	1310655	18.01429441061602
128	1246974	17.826562348382964
134	1177575	17.62629452564501
140	1114833	17.47106551894024
146	1057861	17.340836185660606
152	1005924	17.12743954157456
159	950875	17.0608751919644
166	901020	17.00480678776458
173	855681	16.949481619366313
181	808670	16.86351066721934
189	766112	16.793913461255563
197	727423	20.23414735659048
206	687916	19.841921607637495
215	652111	19.464965898046376
225	616086	19.082782627382958
235	583492	18.800482728246397
245	553875	18.579483936481047
256	524288	18.316654331982136
267	497428	18.072857309823704
279	470830	17.84796681404299
292	444775	17.664573098768674
304	422939	17.574051668945454
318	399793	17.487249848357852
332	378832	17.32670839157875
347	358474	17.229307045504516
362	340004	17.21130404640866
378	322110	17.16372473893711
395	304876	20.60300958216692
412	289233	19.91588590229662
431	273384	19.29641757990972
450	259032	18.743044514440953
470	245328	18.176288010767504
490	232876	17.695961992202097
512	220435	17.190098705755098
535	208654	16.90584072061292
558	197959	16.561588610329935
583	187406	16.133852023868382
609	177459	15.720571141245136
636	168092	15.350422703900758
664	159279	14.961533758659943
693	150991	14.610825594821785
724	142954	14.27754534221471
756	135430	13.907938793438483
790	128184	13.572938021448474
825	121423	13.280480813503976
861	115110	13.034449651804351
899	109061	12.742897860254642
939	103285	12.534580015602382
981	97787	12.263867439442606
1024	92681	12.067488433528043
1069	87830	11.880842817898692
1117	83138	11.657465912991455
1166	78794	11.47400291600061
1218	74612	11.246848259858364
1272	70674	11.112627385320872
1328	66968	10.951415025767187
1387	63427	10.809488791301604
1448	60104	10.678009854282674
1512	56941	10.57699735194386
1579	53937	10.452503643949608
1649	51090	10.398056070804197
1722	48398	10.317054380539178
1798	45854	10.217782131738538
1878	43426	10.179526019242546
1961	41140	10.07298850432301
2048	38967	10.023303760533754
2139	36906	9.97525814353638
2233	34975	9.947925058107081
2332	33129	9.904194681666137
2435	31386	9.873693420116911
2543	29729	9.875333063397829
2656	28156	9.85488058302997
2774	26667	9.84919708150345
2896	25270	9.842211819531489
3025	23931	9.938332692717195
3158	22677	9.908403676456095
3298	21481	9.957522519301328
3444	20348	9.96116832503575
3597	19272	10.006686695695477
3756	18258	10.067100205304952
3922	17297	10.120848067642127
4096	16384	10.223710417747498
4277	15521	10.219749052311217
4467	14701	10.271784392256981
4664	13929	10.295211213890708
4871	13193	10.338110532882649
5087	12496	10.441812274364604
5312	11838	10.5177987513915
5547	11214	10.577104840973726
5793	10622	10.61236028406499
6049	10063	10.69223304653652
6317	9533	10.700825113453647
6597	9029	10.674900607012894
6889	8554	10.68821668412911
7194	8103	10.710508445081762
7512	7676	10.68652058738327
7845	7271	10.660717541831135
8192	6888	10.611251724721663
8555	6525	10.589005591496068
8933	6181	10.529077699771248
9329	5855	10.421406797477047
9742	5547	10.336379066669648
10173	5254	10.26151260393521
10624	4977	10.22384667512731
11094	4715	10.041844387334256
11585	4466	9.91225701656849
12098	4231	9.779132300113197
12634	4008	9.708567035629578
13193	3796	9.596298992097328
13777	3596	9.507547420484405
14387	3407	9.326136200356476
15024	3227	9.237001233931117
15689	3057	9.065109280981723
16384	2896	9.00979822907
17109	2743	8.851035010940915
17867	2598	8.766199856755277
18658	2462	8.630189993050347
19484	2332	8.548496294448237
20347	2209	8.399375698093428
21247	2092	8.269670755902924
22188	1982	8.175636911216642
23170	1878	8.096218279209603
24196	1779	7.918917838960106
25268	1685	7.903399122240446
26386	1596	7.770117208240795
27554	1512	7.639660437820415
28774	1432	7.552067416736005
30048	1357	7.482922215146013
31379	1285	7.457628742015984
32768	1217	7.244540914317674
34219	1153	7.199871614160576
35734	1092	7.1239370482878135
37316	1035	6.992611838933509
38968	980	6.889613455729245
40693	928	6.880225311987072
42495	879	6.745458215588771
44376	833	6.639408873338416
46341	789	6.632314991017303
48393	747	6.469513538625391
50535	708	6.502878326203409
52773	671	6.4094015639291655
55109	635	6.291215933833636
57549	602	6.223521639713188
60097	570	6.141923539400778
62757	540	6.103748084174168
65536	512	6.007154434919357
68438	485	5.970038650379021
71468	459	5.895784459440266
74632	435	5.915627545054778
77936	412	5.789092381999275
81386	390	5.820186865125804
84990	369	5.685520120173558
88752	350	5.6960380450178985
92682	331	5.658953517504645
96785	314	5.603920206617266
101070	297	5.642867779406812
105545	282	5.52156291776994
110218	267	5.520223964722822
115098	253	5.420212004247007
120194	239	5.33438082631127
125515	227	5.383073157094966
131072	215	5.265401299055233
136875	203	5.257468241221857
142935	193	5.214033843783119
149263	182	5.148640945221476
155872	173	5.158946558195669
162773	164	5.141370302769398
169979	155	5.099159194048452
177505	147	5.120633029978842
185364	139	5.017092443737765
193571	132	4.9582793049234315
202141	125	5.066997788672262
211090	118	4.984731912085053
220436	112	4.996894871332915
230195	106	4.873274668277551
240387	100	4.966987025088713
251030	95	4.9047677253924356
262144	90	4.798740937974718
273750	85	4.787952253558958
285870	81	4.869119305287259
298527	76	4.620502720991647
311744	72	4.834664598374165
325546	69	4.73508483451258
339959	65	4.682193486228089
355010	61	4.796303313552469
370728	58	4.397760064261259
387141	55	4.615691628443571
404281	52	4.68796208577697
422180	49	4.623217294876641
440872	47	4.75194435746874
460391	44	4.634637435650053
480774	42	4.729014642460462
502060	40	4.424981625702107
524288	38	4.5868471045243115
547500	36	4.64089928970066
571740	34	4.581911152539513
597053	32	4.5112483732599955
623487	30	4.66843473346945
651091	29	4.487646702704145
679917	27	4.587165895357924
710020	26	4.655017301787816
741455	24	4.4820095285620845
774282	23	4.448731352008251
808563	22	4.595362614685784
844361	20	4.550100134894909
881744	19	4.474174685861799
920782	18	4.472308079195486
961548	17	4.320721194916334
1004120	16	4.476520236625104
1048576	16	4.421013176441193
1095000	16	4.467225570776256
1143480	16	4.404254610924546
1194106	16	4.296179526775679
1246974	16	4.5804821311430715
1302182	16	4.428558421557049
1359835	16	4.5448432622340205
1420040	16	4.536134325441537
1482910	16	4.352671267979851
1548564	16	4.059005916126166
1617125	16	4.554496521604699
1688722	16	4.421486485046087
1763488	16	4.4879894632115445
1841564	16	4.351820721408541
1923097	16	4.2941503665701735
2008240	16	4.3466141683762896
2097152	16	4.3951844573020935
2190001	16	4.446179647863174
2286960	16	4.289136451883723
2388213	16	4.342449903965852
2493948	16	4.328730089801391
2604365	16	4.415848680964458
2719670	16	4.297784152121397
2840080	16	4.436464531808963
2965821	16	4.341771405792865
3097129	16	4.229798528734192
3234251	16	4.380613162058232
3377443	16	4.363866669992655
3526975	16	4.452622732653336
3683128	16	4.185933956816054
3846194	16	4.288635612894201
4016479	16	4.206635230135649
4194304	16	4.2396498173475266
4380002	16	4.232409825383641
4573921	16	4.153003025194357
4776426	16	3.90187796796182
4987896	16	3.87378289112283
5208729	16	4.29520519785153
5439339	16	4.270053424690022
5680159	16	4.257262384732541
5931642	16	4.172829694543265
6194258	16	4.201946847386724
6468501	16	4.203651336685269
6754886	16	3.880242612532617
