START JOB HllUpdateSpeedProfile
Date Time: 2025/02/13 20:07:28 PST
InU	Trials	nS/Set
225	616086	37.13505412485428
235	583492	36.61408839891827
245	553875	35.92972856354416
256	524288	35.47830407321453
267	497428	35.00909391761098
279	470830	34.56274196476631
292	444775	34.16833422780249
304	422939	33.71060053027729
318	399793	33.39397567485109
332	378832	33.14340527203348
347	358474	32.78918010107514
362	340004	32.55665805946279
378	322110	32.381819899828784
395	304876	57.26085686467011
412	289233	55.907922481890616
431	273384	54.52489958637331
450	259032	53.38347801735002
470	245328	52.17778724545598
490	232876	51.11949691364834
512	220435	49.975845416449296
535	208654	46.549768408830936
558	197959	44.055801551614614
583	187406	43.16485075495595
609	177459	42.69458219681527
636	168092	42.112666654020394
664	159279	41.30063622733691
693	150991	40.54220553438916
724	142954	39.70673530031319
756	135430	38.98825914868409
790	128184	38.30248786949751
825	121423	37.59652235024081
861	115110	36.923906920953954
899	109061	36.31400849147588
939	103285	35.71765814609199
981	97787	35.1523696675545
1024	92681	34.54471111763738
1069	87830	34.070579645799036
1117	83138	33.534722338132
1166	78794	33.02713208653181
1218	74612	32.576713085682215
1272	70674	32.11157623059702
1328	66968	31.694069616304716
1387	63427	31.18922269200308
1448	60104	30.843058036417236
1512	56941	30.868439614796184
1579	53937	30.720407371801755
1649	51090	30.333128484304556
1722	48398	29.956051866978733
1798	45854	29.62087921071493
1878	43426	29.29508109642344
1961	41140	29.000878804156603
2048	38967	28.753008016498736
2139	36906	28.326879425072057
2233	34975	28.064920903455153
2332	33129	27.792656760385917
2435	31386	27.512022781577116
2543	29729	27.27090737488878
2656	28156	27.01844037073081
2774	26667	26.728240896989046
2896	25270	26.501371622936293
3025	23931	26.27490004838355
3158	22677	26.057460984635277
3298	21481	25.83591191154894
3444	20348	25.609523030399085
3597	19272	25.427051341040904
3756	18258	25.18901452275958
3922	17297	25.017018010657285
4096	16384	24.828047141432762
4277	15521	24.644880836551135
4467	14701	24.462003539641476
4664	13929	24.28056755794149
4871	13193	24.115838306158665
5087	12496	23.94118902794369
5312	11838	23.760944468446453
5547	11214	23.647159032614898
5793	10622	23.399114602210595
6049	10063	23.236457334827335
6317	9533	23.08366519865398
6597	9029	22.88282512382883
6889	8554	22.71205153241121
7194	8103	22.489065561957414
7512	7676	22.293724239583863
7845	7271	22.09856018465313
8192	6888	21.840726509049933
8555	6525	21.59094495612123
8933	6181	21.32637925292339
9329	5855	21.09031351233982
9742	5547	20.878412881067757
10173	5254	20.575233051385773
10624	4977	20.299480622913663
11094	4715	20.02033875752963
11585	4466	19.72918097335824
12098	4231	19.415056073813613
12634	4008	19.102511397183402
13193	3796	18.78514546582756
13777	3596	18.494866224058494
14387	3407	18.20613516152275
15024	3227	17.90573411227097
15689	3057	17.5816990720826
16384	2896	17.306902363814043
17109	2743	17.080285703041
17867	2598	16.80371854597694
18658	2462	16.416309836843407
19484	2332	16.135668141128622
20347	2209	15.856617718794494
21247	2092	15.601985739793125
22188	1982	15.329806572656732
23170	1878	15.066940376335843
24196	1779	14.797457823130902
25268	1685	14.580312580296491
26386	1596	14.253404013330531
27554	1512	14.01641526518586
28774	1432	13.791095594525316
30048	1357	13.545968381319419
31379	1285	13.33217848859984
32768	1217	13.111601554475657
34219	1153	12.851366613198328
35734	1092	12.664843109167846
37316	1035	12.474986730381534
38968	980	12.2555926317355
40693	928	12.064132228113444
42495	879	11.883206416173431
44376	833	11.668603487906795
46341	789	11.465224877717386
48393	747	11.295299050713492
50535	708	11.14330997311814
52773	671	10.960698583531988
55109	635	10.784913649298893
57549	602	10.646204398747534
60097	570	10.464026402929296
62757	540	10.318828149021597
65536	512	10.171006202697754
68438	485	10.039995263980364
71468	459	9.913456430002713
74632	435	9.74043318141551
77936	412	9.600649082493378
81386	390	9.480832840273022
84990	369	9.351748476068122
88752	350	9.232757636045227
92682	331	9.120528297030468
96785	314	8.989415471747899
101070	297	8.88494239582594
105545	282	8.785932019853734
110218	267	8.68827219708874
115098	253	8.578690838266239
120194	239	8.47025725425903
125515	227	8.368179067001666
131072	215	8.292511696039243
136875	203	8.188951337247232
142935	193	8.119398124913115
149263	182	8.018606069837784
155872	173	7.987985806940454
162773	164	7.854932269134949
169979	155	7.77655847050556
177505	147	7.708255683896617
185364	139	7.639596654391381
193571	132	7.592917437075394
202141	125	7.488503727596082
211090	118	7.43194877917765
220436	112	7.382426718282988
230195	106	7.31128477209847
240387	100	7.2497370490084725
251030	95	7.190974951620378
262144	90	7.134148025512696
273750	85	7.11433102336825
285870	81	7.039091195298562
298527	76	6.996042762948531
311744	72	6.929404504265608
325546	69	6.919703014877035
339959	65	6.841730009523773
355010	61	6.792579936561473
370728	58	6.746769217919039
387141	55	6.6993384369472135
404281	52	6.663719617714488
422180	49	6.655126935894448
440872	47	6.611329365439403
460391	44	6.577312397110678
480774	42	6.527183497958746
502060	40	6.506105146795204
524288	38	6.464548211348684
547500	36	6.43097828513445
571740	34	6.400733107809184
597053	32	6.383255548502395
623487	30	6.348292265917333
651091	29	6.31601673986035
679917	27	6.296606519346944
710020	26	6.277301343624123
741455	24	6.260201731730177
774282	23	6.22530685651773
808563	22	6.187339818238709
844361	20	6.174866674325318
881744	19	6.173792058991224
920782	18	6.128760420792086
961548	17	6.102972804392133
1004120	16	6.094614189539099
1048576	16	6.083794116973877
1095000	16	6.067610787671232
1143480	16	6.050221527704901
1194106	16	6.019577041317941
1246974	16	6.0341615983974
1302182	16	6.01599819572072
1359835	16	5.992447199476407
1420040	16	5.964274157770204
1482910	16	5.957996060111538
1548564	16	5.9389345952120784
1617125	16	5.924129048465641
1688722	16	5.923677935148592
1763488	16	5.905752619240959
1841564	16	5.8923590559437535
1923097	16	5.888529608750885
2008240	16	5.862418367575588
2097152	16	5.857865005731583
2190001	16	5.853204433468296
2286960	16	5.839321276935321
2388213	16	5.826473340108274
2493948	16	5.818459251155196
2604365	16	5.834281701105643
2719670	16	5.809485296010178
2840080	16	5.800164057878651
2965821	16	5.787316838238045
3097129	16	5.7859171348690985
3234251	16	5.783952818596948
3377443	16	5.7773019041328
3526975	16	5.773118093408657
3683128	16	5.755978393229886
3846194	16	5.745067948990614
4016479	16	5.759165630518671
4194304	16	5.737725630402565
4380002	16	5.739599733630259
4573921	16	5.732444876070225
4776426	16	5.728910839925083
4987896	16	5.721443708429366
5208729	16	5.715709304995518
5439339	16	5.72443276195876
5680159	16	5.7030726604660185
5931642	16	5.703757197416836
6194258	16	5.699245424149269
6468501	16	5.696832021050935
6754886	16	5.693840299451391
7053950	16	5.6884064247691
7366255	16	5.68101988391659
7692387	16	5.680458663221183
8032959	16	5.672592518522751
8388608	16	5.677343346178532

PROPERTIES:
FileNameDateFormat=yyyyMMdd'_'HHmmssz
HLL_compact=true
HLL_offheap=true
HLL_tgtHllType=HLL8
HLL_useComposite=false
HLL_wrap=false
JobProfile=org.apache.datasketches.characterization.hll.HllUpdateSpeedProfile
LgK=12
OutputFileName=java8/BaseUpdateSpeedProfileHLL8-offheap.txt
OutputFileNameData=java8/BaseUpdateSpeedProfileHLL8-offheap.tsv
ReadableDateFormat=yyyy/MM/dd HH:mm:ss z
TimeZone=PST
TimeZoneOffset=-28800000
Trials_lgMaxBpU=20
Trials_lgMaxT=24
Trials_lgMaxU=23
Trials_lgMinBpU=4
Trials_lgMinT=4
Trials_lgMinU=0
Trials_UPPO=16

Total Job Time: 0:14:19.605
END JOB HllUpdateSpeedProfile


