START JOB HllUpdateSpeedProfile
Date Time: 2025/02/13 12:58:11 PST
InU	Trials	nS/Set
609	177459	18.41986150948659
636	168092	18.155871299955702
664	159279	17.850788761438867
693	150991	17.53197996004141
724	142954	17.246258387640857
756	135430	16.993640909388517
790	128184	16.711522054528988
825	121423	16.511046995988266
861	115110	16.25650942777923
899	109061	16.009105353261976
939	103285	15.771379769873828
981	97787	15.588114338298325
1024	92681	15.37197987502158
1069	87830	15.248541249270811
1117	83138	15.096356699853766
1166	78794	14.889188750692508
1218	74612	14.74812671830545
1272	70674	14.599664586248357
1328	66968	14.47161163244213
1387	63427	14.334576025491168
1448	60104	14.175255730766326
1512	56941	14.085080907100654
1579	53937	13.98434754698112
1649	51090	13.951726599072808
1722	48398	13.886854576733615
1798	45854	13.75484794244345
1878	43426	13.704090152358617
1961	41140	13.627547358220479
2048	38967	13.617546264607713
2139	36906	13.483795887239665
2233	34975	13.43913122001622
2332	33129	13.373899818926006
2435	31386	13.36484260171191
2543	29729	13.363696983447978
2656	28156	13.312850938488744
2774	26667	13.311806371886837
2896	25270	13.320098461477695
3025	23931	13.265669419415573
3158	22677	13.301021116467185
3298	21481	13.299665458092013
3444	20348	13.304504210934601
3597	19272	13.348149699377105
3756	18258	13.326382042574913
3922	17297	13.322782640987079
4096	16384	13.409401878714561
4277	15521	13.371132629603014
4467	14701	13.410824913235478
4664	13929	13.436310872450795
4871	13193	13.478841894702713
5087	12496	13.543475063976476
5312	11838	13.59187475319385
5547	11214	13.593820727901793
5793	10622	13.596243094342876
6049	10063	13.609626570328892
6317	9533	13.647989127724632
6597	9029	13.605803125774301
6889	8554	13.503824278185538
7194	8103	13.51397603917403
7512	7676	13.443453441316866
7845	7271	13.362018807701478
8192	6888	13.288573970639609
8555	6525	13.170806774286746
8933	6181	13.070023053390027
9329	5855	12.962924313676535
9742	5547	12.852664657668464
10173	5254	12.748133573906838
10624	4977	12.615134645725782
11094	4715	12.474355402335517
11585	4466	12.250866886450972
12098	4231	12.078267340003816
12634	4008	11.864168647033939
13193	3796	11.722314943814203
13777	3596	11.541584477296611
14387	3407	11.37514732026304
15024	3227	11.210099704536354
15689	3057	11.071431902985566
16384	2896	10.85153368955159
17109	2743	10.687355549448638
17867	2598	10.557508643219702
18658	2462	10.362543265634235
19484	2332	10.223756449853918
20347	2209	10.086127107095734
21247	2092	9.90445005800392
22188	1982	9.780613997220705
23170	1878	9.569319765974775
24196	1779	9.459612480835037
25268	1685	9.364259858354066
26386	1596	9.254706276986338
27554	1512	9.059274491493948
28774	1432	8.938534380626832
30048	1357	8.808633820375249
31379	1285	8.662952335095367
32768	1217	8.513867994949479
34219	1153	8.406819302038166
35734	1092	8.302425778918748
37316	1035	8.237888139576182
38968	980	8.071846208715476
40693	928	7.963454328330651
42495	879	7.8405085735175275
44376	833	7.771394171513928
46341	789	7.622887221467766
48393	747	7.521707270053083
50535	708	7.409877111516938
52773	671	7.312831864892297
55109	635	7.196763293590098
57549	602	7.11197873324647
60097	570	6.979272252548437
62757	540	6.921195717284602
65536	512	6.837199538946152
68438	485	6.717021230443204
71468	459	6.613636976092906
74632	435	6.609575474080939
77936	412	6.4650349153799045
81386	390	6.409834678301004
84990	369	6.320113413629718
88752	350	6.271492376831749
92682	331	6.192395352956549
96785	314	6.171216456200607
101070	297	6.0439758889645105
105545	282	5.931920302892553
110218	267	5.878849801445596
115098	253	5.882131549419616
120194	239	5.747674279440704
125515	227	5.694989190789457
131072	215	5.662968231910883
136875	203	5.559091364689475
142935	193	5.509193877937554
149263	182	5.468616682420504
155872	173	5.427026347689461
162773	164	5.371421340478205
169979	155	5.3610765200786625
177505	147	5.3028207502825975
185364	139	5.230783250657193
193571	132	5.196488822596294
202141	125	5.1497222631727375
211090	118	5.094419602531172
220436	112	5.060420922302036
230195	106	5.022903428471433
240387	100	5.005740826251003
251030	95	4.932569015655499
262144	90	4.895423973931207
273750	85	4.87744489927478
285870	81	4.865592751950188
298527	76	4.792098193357455
311744	72	4.789189696602909
325546	69	4.7604934301232325
339959	65	4.711107425397676
355010	61	4.6814448080659
370728	58	4.609354548627156
387141	55	4.631745586703082
404281	52	4.6112609603411805
422180	49	4.57102043716724
440872	47	4.553964377367406
460391	44	4.485900028454075
480774	42	4.447753344953485
502060	40	4.479961359200095
524288	38	4.461372074327971
547500	36	4.3967169457128366
571740	34	4.3825838153500465
597053	32	4.387812304770263
623487	30	4.414061185985701
651091	29	4.318222904272241
679917	27	4.332062372101082
710020	26	4.277926569782432
741455	24	4.248803872116311
774282	23	4.323521718803048
808563	22	4.295972495762123
844361	20	4.3001377965112075
881744	19	4.26606212711459
920782	18	4.257346472889349
961548	17	4.159344344009989
1004120	16	4.178609628331275
1048576	16	4.158720374107361
1095000	16	4.158554566210046
1143480	16	4.173936196960157
1194106	16	4.139511483905115
1246974	16	4.115934704733219
1302182	16	4.1597246967013835
1359835	16	4.141050752481
1420040	16	4.091380832582181
1482910	16	4.036538166510442
1548564	16	4.059633029374311
1617125	16	4.02495590167736
1688722	16	4.0350733054345245
1763488	16	4.049650748970223
1841564	16	4.018108622616428
1923097	16	4.026713453611545
2008240	16	3.992371740927379
2097152	16	4.013493686914444
2190001	16	4.045206058125087
2286960	16	3.981699259060062
2388213	16	3.964690754132903
2493948	16	3.997446819260065
2604365	16	3.9586665319569265
2719670	16	3.9341246364448623
2840080	16	3.958913173220472
2965821	16	3.9263185050614995
3097129	16	3.962950304136509
3234251	16	3.9265692234461698
3377443	16	3.971666009611413
3526975	16	3.8923249916713334
3683128	16	3.9170077886242347
3846194	16	3.8935615962169345
4016479	16	3.8969325963113466
4194304	16	3.875711902976036
4380002	16	3.8938023458665088
4573921	16	3.9159850487142216
4776426	16	3.8568925018413345
4987896	16	3.8520035552064438
5208729	16	3.874035669258278
5439339	16	3.85934753515087
5680159	16	3.876173404652933
5931642	16	3.8815506102694672
6194258	16	3.8670650907663195
6468501	16	3.8510069315131905
6754886	16	3.849825935256346
7053950	16	3.836738113043047
7366255	16	3.8476100135007547
7692387	16	3.843872820296223
8032959	16	3.813874236753854
8388608	16	3.833972543478012

PROPERTIES:
FileNameDateFormat=yyyyMMdd'_'HHmmssz
HLL_compact=true
HLL_offheap=false
HLL_tgtHllType=HLL4
HLL_useComposite=false
HLL_wrap=false
JobProfile=org.apache.datasketches.characterization.hll.HllUpdateSpeedProfile
LgK=12
OutputFileName=java8/BaseUpdateSpeedProfileHLL4.txt
OutputFileNameData=java8/BaseUpdateSpeedProfileHLL4.tsv
ReadableDateFormat=yyyy/MM/dd HH:mm:ss z
TimeZone=PST
TimeZoneOffset=-28800000
Trials_lgMaxBpU=20
Trials_lgMaxT=24
Trials_lgMaxU=23
Trials_lgMinBpU=4
Trials_lgMinT=4
Trials_lgMinU=0
Trials_UPPO=16

Total Job Time: 0:06:01.598
END JOB HllUpdateSpeedProfile


