START JOB HllUpdateSpeedProfile
Date Time: 2025/02/13 15:20:39 PST
InU	Trials	nS/Set
177505	147	8.056341078444278
185364	139	7.983580275030316
193571	132	7.908443546593107
202141	125	7.8441878490756425
211090	118	7.757025519679529
220436	112	7.6960589306128355
230195	106	7.637939122163452
240387	100	7.563853619372098
251030	95	7.500186851225584
262144	90	7.448326789008247
273750	85	7.390505893096964
285870	81	7.333040529948214
298527	76	7.283482953935401
311744	72	7.226929788544447
325546	69	7.182437362533064
339959	65	7.143408062555956
355010	61	7.071154726188733
370728	58	7.047079362581287
387141	55	6.99076775175406
404281	52	6.946542085255627
422180	49	6.912416553148334
440872	47	6.869750635394535
460391	44	6.833085405073674
480774	42	6.785456071132917
502060	40	6.751732611640044
524288	38	6.724652591504548
547500	36	6.69668721461187
571740	34	6.656164618224245
597053	32	6.636781931419821
623487	30	6.606900437913436
651091	29	6.563965289242103
679917	27	6.5484140520637615
710020	26	6.511307482129431
741455	24	6.490159607348615
774282	23	6.470779717040516
808563	22	6.440564590851582
844361	20	6.425273135542736
881744	19	6.396146011110994
920782	18	6.373329228127107
961548	17	6.358960881460996
1004120	16	6.331850463590009
1048576	16	6.322336673736572
1095000	16	6.291276655251141
1143480	16	6.269458145310805
1194106	16	6.2630273715231315
1246974	16	6.241123211069357
1302182	16	6.22198241106082
1359835	16	6.206365386241714
1420040	16	6.193810341610096
1482910	16	6.186879893250433
1548564	16	6.160963197194303
1617125	16	6.154653397232743
1688722	16	6.137813017773203
1763488	16	6.127386640850405
1841564	16	6.1127474391332575
1923097	16	6.109529869008168
2008240	16	6.0914214685495764
2097152	16	6.0778782069683075
2190001	16	6.072489264845084
2286960	16	6.059701279209081
2388213	16	6.0502470100028765
2493948	16	6.044409356169415
2604365	16	6.032832523475012
2719670	16	6.02597426801781
2840080	16	6.017621334610293
2965821	16	6.008401594364594
3097129	16	6.004500761027391
3234251	16	5.989829503801653
3377443	16	5.9860227100797845
3526975	16	5.980050769427058
3683128	16	5.972461756691595
3846194	16	5.963565231628982
4016479	16	5.960467177844077
4194304	16	5.954789042472839
4380002	16	5.946705789175439
4573921	16	5.943486206910876
4776426	16	5.93773481207497
4987896	16	5.927357296543472
5208729	16	5.918165412809919
5439339	16	5.915447630677184
5680159	16	5.915477685131703
5931642	16	5.910820688436692
6194258	16	5.913415517241935
6468501	16	5.900793572575779
6754886	16	5.8992429239368365
7053950	16	5.8926193303042975
7366255	16	5.8898183167701905
7692387	16	5.888802867692435
8032959	16	5.87873442712704
8388608	16	5.87967099994421

PROPERTIES:
FileNameDateFormat=yyyyMMdd'_'HHmmssz
HLL_compact=true
HLL_offheap=true
HLL_tgtHllType=HLL6
HLL_useComposite=false
HLL_wrap=false
JobProfile=org.apache.datasketches.characterization.hll.HllUpdateSpeedProfile
LgK=12
OutputFileName=java8/BaseUpdateSpeedProfileHLL6-offheap.txt
OutputFileNameData=java8/BaseUpdateSpeedProfileHLL6-offheap.tsv
ReadableDateFormat=yyyy/MM/dd HH:mm:ss z
TimeZone=PST
TimeZoneOffset=-28800000
Trials_lgMaxBpU=20
Trials_lgMaxT=24
Trials_lgMaxU=23
Trials_lgMinBpU=4
Trials_lgMinT=4
Trials_lgMinU=0
Trials_UPPO=16

Total Job Time: 0:32:12.772
END JOB HllUpdateSpeedProfile


